"","1.BRAIN65","10.BRAIN26","11.BRAIN28","12.BRAIN33","3.BRAIN3","4.BRAIN6","5.BRAIN4","7.BRAIN17B","8.BRAIN19","9.BRAIN22","0.BRAIN35A","0.BRAIN35B","0.BRAIN37","0.BRAIN40","0.BRAIN42.D1","0.BRAIN49","0.BRAIN51","0.BRAIN63","0.BRAIN67","0.BRAIN69","0.BRAIN73","0.BRAIN75","1.BRAIN47","10.BRAIN38","11.BRAIN39","12.BRAIN72","2.BRAIN78","3.BRAIN79","4.BRAIN80","5.BRAIN84","6.BRAIN88","7.BRAIN82","8.BRAIN8","1.BRAIN12","10.14609.01.02.01","12.18404.01.15.01","2.14099.01.02.01","3.14329.01.02.01","4.13784.01.02.01","7.13836.01.02.01","9.11926.01.02.01","10.BRAIN205.A1.T.2.B4","12.BRAIN207.B2.T.2.B7","5.BRAIN56.B1.T.2.A5","7.BRAIN260.A2.T.2.A8","8.BRAIN259.B3.T.2.A9","9.BRAIN255.A2.T.2.B1","1.BRAIN261.B1.T.2.A7","10.BRAIN219.B1.T.2.C10","11.BRAIN224.C3.T.2.D1","12.BRAIN224.C6.T.2.D2","2.BRAIN207.B1.T.2.B8","5.BRAIN212.A2.T.2.C4","6.BRAIN215.B1.T.2.C5","7.BRAIN217.A2.T.2.C7","8.BRAIN217.A5.T.2.C8","9.BRAIN217.A6.T.2.C9","10.BRAIN250.B1.T.2.E12","3.BRAIN231.B1.T.2.D7","4.BRAIN234.A7.T.2.D10","5.BRAIN235.B1.T.2.D11","7.BRAIN236.A2.T.2.E1","8.BRAIN247.B5.T.2.E8","9.BRAIN247.B6.T.2.E10","1.BRAIN17B","10.BRAIN252.T.1.H3","11.BRAIN205.A1.T.2.B4","12.BRAIN207.B2.T.2.B7.dup","2.BRAIN19","3.BRAIN33","4.BRAIN37","5.BRAIN221.T.1.F8","7.BRAIN228.T.1.F12","8.BRAIN235.T.1.G5","9.BRAIN250.T.1.H2"
"CYR61",10.1046971194392,8.21086226425349,11.2349894562648,12.2492240166585,9.81459601851575,8.71328875071681,8.05789894084935,13.383802917411,8.41949166289735,8.2396846340257,12.8337550237804,12.868846341823,8.24874093207821,12.9486866191207,11.006795044572,9.22193436174097,9.6414062368856,9.00542083907642,9.33443231311233,10.7500466109048,9.54885514309396,8.81102178959627,9.98840991499771,14.7070123571962,9.07023349334704,9.61946379868104,9.73635653170814,10.3461764272768,9.17504543191156,10.7971930046841,8.82362732910113,7.36258732520845,11.6761920521162,9.3173810938709,6.09852719975639,7.66609901620436,10.5215212782863,8.49624250921781,8.92193281756398,11.9034123363808,8.91896096134383,8.78781915325498,10.671559117196,7.02257288723844,9.93950007659289,8.84987585169418,9.71990360667656,9.81651228895593,12.4202143627107,10.9014254279812,12.7489872147756,11.5730223399972,10.6180296099908,9.84979072286097,12.2104155011287,11.4533702928965,11.2222473690953,12.5666902718686,10.7202448444248,7.79083194954397,10.4120337969446,8.60389176464608,9.27783575977078,8.624213860416,13.1923136246337,10.9830628966553,8.89828019803042,10.8397683933302,8.43445603167398,12.1801029843238,8.25783662791708,12.4653506969957,10.2688044504965,7.35628921064442,11.7420078191213
"DAP",9.74849565791058,9.102064874759,9.46640525824671,8.88286036411537,8.97945499974629,9.54489121902109,9.23616880895349,10.6597176780212,9.03734604517588,9.49344122627148,9.90373852588862,9.84487106897269,9.74664669853015,9.82938769074836,10.1948086737828,8.75099631772054,9.63828013589888,8.76826506506823,9.91116492819068,10.4387570364637,9.57187736100981,9.7645149294078,9.23743746283763,9.62897799516143,9.94943534937591,9.66010578317839,9.55319250677663,9.83908483581654,10.0027764900009,9.83188572285027,8.79416042016046,8.95173068800945,8.73214845809023,9.32757686097679,8.4082624228173,7.94925133804156,9.61879403760876,9.39375955161656,8.73534389426618,9.77617590529541,9.14986488253579,10.2012456026278,10.6079874734902,10.5325418986715,10.3322473462422,9.92096537794695,10.3825508801529,8.86995154791739,9.96120542927812,9.38890493992869,10.0577399209153,10.6251861943898,10.0749740610036,9.88694372127844,10.1522495657584,10.065109765324,10.1024940485803,9.7805398417976,9.82309631796982,10.064829405134,9.8293576596828,10.3374983467224,10.1778914826586,9.85867911405302,10.7661767238996,9.6903350235586,10.2091531044088,10.5679175748127,9.21802106563393,9.14281818966153,9.7011845232193,9.11957586015396,10.0030194336466,9.17154933078737,9.09385590707161
"DARC",7.78852255178216,8.05224575335036,7.80032315023701,7.78381299486456,5.87775960267694,7.68862669648254,7.84944106787037,7.90566531049225,5.2765337090553,8.40960963546801,8.79374589964291,8.61898966155636,8.5938764181269,8.13060529047004,9.07390924043056,7.06542987606098,6.34424604714718,6.98570260446191,7.27922681108888,10.3318418325472,7.82600228525391,7.79788638740714,7.32467030089244,6.43217728772773,8.32940008174112,7.21264680620717,6.37695373140211,8.75117774666711,5.41075923174584,8.606509443075,9.46073668643526,6.29649813475068,6.97797357389181,8.13202605185898,6.58752064194682,7.22964821040966,-0.0670059821361343,5.3357085582884,5.96049639878787,4.85040613601793,2.99201271339406,7.41786954350468,7.43048527479347,5.67207564015431,2.10480330572252,5.44682204417766,0.234074297974651,1.50362933367158,5.71327791583454,1.6678057512215,1.70459309541717,7.41368208919608,7.95506459726836,8.99298535868876,7.63370485345291,7.15283597301854,6.86249780877298,6.82674827122005,1.45178638902096,3.8021472627718,4.28160623805871,6.76258951066514,6.60406399209177,5.58193979293192,8.137359933589,1.4036122599443,7.37265183669166,7.49953948169985,5.48720769844932,7.59007965892611,8.60072434144009,0.701723345268064,0.969596432109191,-0.344150507496673,5.34821055721299
"DBT",8.5510987896274,6.75926903215912,6.79372041541277,7.68532313146519,8.03138279179015,5.63800062341257,7.50303847191761,7.66055281265572,8.23073001944218,6.49344122627148,8.09087808268313,7.49123411435799,8.16857058339423,7.54024953097867,8.16196541709576,8.11854121252054,7.87712003671988,8.25094128122243,7.76172727814646,5.96155071609847,7.27260986353362,8.29208342420511,8.0318885516646,6.90166257102895,7.51962249741666,7.72284153852635,7.65258817401554,5.49567701351872,6.53274975612445,6.37245410421297,8.08366703735544,8.60862476234228,6.47707533795912,7.79253958558732,7.14248840237014,8.6480525607869,8.04256352723455,8.4580548030231,8.37470642741547,7.99292498011959,8.6219521228336,7.20285665253383,8.00859410447356,8.38357054680439,8.41379234490239,7.98385006783511,7.30016348843242,8.08859183439273,7.57430150268573,6.19136770727852,6.51194801747478,6.55807199853125,6.77064002613093,3.0043006719166,6.72406888110557,7.2057848529675,7.14790002763523,7.83300726169174,7.3203884999051,7.74759109914971,8.28910077460564,8.37402422274748,8.31765507788417,8.08966459094819,7.70440052631289,7.5962573378867,6.97338165327113,7.96175891770877,8.32278780297186,7.92239935966007,8.03983597569779,7.84127469766686,7.09887944905416,8.81319642786617,8.12685418262907
"DCLRE1B",6.61320429156962,6.48664857749613,6.72597580877693,5.77647101952339,5.1833858852352,4.15257379624233,6.26782201022358,6.76364630561982,5.48164813895992,6.66852793282957,6.38516342250136,6.05827470708188,7.28721507989285,7.23444110145458,7.86823421403905,5.61797089908975,5.74385350585642,4.91795799782608,6.88114244509123,6.89443652023994,6.57567893116967,5.14077410093015,6.776049647235,4.11024919284037,7.87841588605589,7.56057010962747,5.85694667252173,7.98110384068896,5.49322139193781,7.84375982313856,7.71412092223534,4.6657319444164,5.39301107317065,6.70139169752912,5.7667452041269,5.48818122400851,5.61669047217038,6.3409642837399,4.80702191812615,5.87920340032536,5.5478288684557,7.03935792025095,6.18511951705268,2.9351100459881,7.06231997440101,5.56881256855627,5.48200181141824,5.20406905181267,6.63772688282736,1.6678057512215,3.28955559613833,5.16575457575249,6.63313650238099,7.98158059541651,7.20211617791022,7.19272870014205,6.71216353568855,5.56622072099683,5.51479618654676,6.40947757652141,6.08896116011632,3.59266450922282,6.16011380089769,5.88467432258597,6.43083545298693,6.30361646996758,6.99414021343793,6.58880681979694,5.66053930133488,5.42449359320814,7.62820507786219,5.28668584598922,0.969596432109191,6.78513250944829,5.39712015769394
"DEPDC1",7.51251029195015,8.82236048781659,7.31093830949809,7.24922401665852,6.01673601582575,8.1704957042396,7.84608985837073,6.96094774599344,6.70652154980012,8.85212787116896,5.51640795577961,6.25990856825153,8.85946652886445,7.97140669562079,7.52874774776738,6.49838928333708,6.51757765003274,7.05040829384973,7.75438530280529,7.85967110207926,8.20549566767509,0.440334382789057,8.75980900622779,6.26779046982685,8.37701810197386,8.0989900244116,6.33847958358748,9.59160143351726,7.43182084727367,9.33087500046157,8.79416042016046,6.95470961750248,7.05293563157303,8.16651442824427,7.99394501092096,7.98003432033819,6.64173305922344,7.80182596531361,6.71587403006796,7.1816120444933,7.50297463267144,7.03935792025095,7.84381240630721,1.35014754526694,7.22522634574726,4.52928420436963,4.48200181141824,6.54802345303003,7.01743130899392,4.47516067327911,1.70459309541717,7.21014869511095,7.3701020965472,8.57415628024754,7.88940661305223,7.88710241758379,7.47229216247407,0.981258220275678,5.55132206257187,5.38710976349296,6.71159407880353,1.59266450922282,5.84837118985666,6.39563624186335,6.93426806821149,7.60188188708057,7.09367588698885,7.92794420471652,6.54732869088689,7.35459157997798,8.91709291098555,0.701723345268064,0.969596432109191,8.12752470689537,6.28464542843552
"DEPDC1B",6.42287307946548,8.70325864623857,7.70501619014129,6.99465118957292,6.33276350927343,7.55856615591817,8.3049113289588,8.1583307429425,5.44645871049762,8.68899203538929,6.30270126230939,6.71362653569444,9.05609585413582,8.53212165009527,8.80885566696012,5.85897899859355,6.91894021241451,6.34680129662995,7.59910707732738,8.64167044985997,8.08797236419259,4.76226247767642,8.45142744317838,5.61926284032822,8.87178279372344,8.84067802882021,6.69888182628947,9.60837714626808,7.25403372805839,9.23043509934055,8.58506482143747,3.61842622963804,7.43565541057914,8.16651442824427,7.89152682883692,6.39025480331926,5.95536183089232,7.88693265284519,5.66804550497734,5.86199411029314,3.30235283400621,7.93466054158425,7.28681491412203,1.35014754526694,7.17396533022992,5.51586368860731,6.92057482515787,7.59109217492192,7.71327791583454,3.98973384610887,4.87451809685949,9.3356795771948,8.64510914404707,9.82128429517198,8.77718021756514,8.7151497347945,8.40939226866062,6.08978267705385,5.98428146984798,6.38710976349296,7.24610755683732,7.87806672808507,6.64219912097854,6.96240562581853,8.09296581423054,6.8770281080173,8.02472853327136,7.6523097621031,5.23639959494878,7.06053027852356,9.25343144879708,0.701723345268064,4.87648702771771,6.94125171136557,7.19066928022651
"DHFR",10.2262590993201,10.8811627194521,11.2899786908624,10.8038128683362,10.1577483253528,12.2154294514483,10.9060567816496,9.89718715656795,9.74775730502422,12.2318604175792,9.4191107544247,10.7683923391253,12.3165749665796,11.6191049516899,12.431707291786,9.49616118244496,10.9978915538093,9.66872939151731,10.9012266911346,12.0614961879879,10.8163949575799,9.77572473748298,11.8269541343242,10.8128214982743,12.2523386185815,12.5422053422189,10.479965399505,12.6367623320811,11.4679546333274,12.3058765254486,10.7693305550195,6.31144847621665,11.2999016687792,11.4316772264595,9.38062931415056,9.80830482204913,5.83988461347238,9.73403096389249,6.40176543963989,7.70195369778267,8.9103989478404,10.27048307813,9.3958866132695,9.69887569949802,9.57007816864129,8.02942527202489,9.34781646402384,9.6380556538925,10.3641831182038,10.2639955073659,9.1475365912659,11.6576076720822,11.838685413554,12.3137770257577,10.8036298548952,10.3879331100327,10.350337842596,9.33219740182211,8.05805939598753,8.14422193077094,9.27909938244814,10.2826624806423,8.41509457229277,8.35158106178541,9.75593082695297,8.24641155156179,10.3385629461124,9.1809648219223,9.36202558828566,10.3300838777409,11.5963827942549,5.60861394087658,8.94687635560911,7.85060634692557,8.74289499453567
"DHPS",9.15706158896111,9.99355513207682,8.27346360407943,9.74296175733314,10.0735672384224,10.0352168456042,9.77385404172302,9.21172699992059,9.35216141386867,9.51078846983538,9.22806246141663,8.79162904769571,9.01656748994918,8.54833187727653,8.19944012251442,9.66831428477939,8.51757765003274,9.68512382976798,8.44345620686719,8.54651321681963,8.89760702605703,9.31991763240184,8.18569388774363,9.37559375936136,8.70268859854704,8.50810268973334,8.71022679988348,7.21814303798981,8.70700068296955,7.23495058046304,9.70196672195071,9.87361220440384,9.22083009778797,9.39214886227287,9.99250447656175,9.82847643443899,9.46904691810408,8.88603405733754,9.55315915819061,9.10688116941667,8.85892069153722,9.33508094479092,9.55016400968134,9.87370950132396,9.84819516904816,9.02351015491989,9.89228578072645,9.36161032879915,9.64738998017808,9.87237689547071,9.46614432786165,8.89367503031569,9.46095552699831,7.8116555939742,9.36627533366121,9.45439627021194,9.70275121135121,9.03110676972624,9.59279869854803,9.78585345543115,9.33929718003062,10.1472533609005,9.65727878834132,9.98481099387142,9.22682156096534,9.73516905602944,9.34059062745936,9.83976839333016,9.42246680721098,9.8223705413288,9.03983597569779,9.96146660895885,9.4892326849524,9.92029209272993,9.26994891722882
"DLG4",9.00474960031289,10.168322719289,9.75515683418888,12.6791845168047,10.3999112995397,10.2272504825368,10.5131106075466,6.1151186761212,10.6759896671353,11.0686754700308,10.5019611846734,10.374782526185,9.44016700273145,9.51159932622192,10.5250627009595,11.9267236052294,9.16034460227676,12.0033793854446,9.33934780352645,8.92838385216327,9.47749853723077,12.0582609395878,9.44467007700307,10.4238299450142,8.96198060269502,9.1340369715108,9.26088317856732,8.720643378519,9.30057631399542,8.26175063980675,11.2865223139001,11.8369491045128,9.78257788493337,7.57014716425087,9.36920415640223,11.3128218048619,9.29098580149492,8.55734859627487,9.69016391096206,9.2164462708727,8.99831073729443,6.01021157459143,9.47922392971572,10.6630305005513,9.89503542325113,9.51502074669557,9.4435276636036,9.65844744272368,9.28592014491982,7.340231093193,9.69327778218934,8.65760767208217,10.5076056202971,9.40944213505294,9.82840554092031,10.0470871069484,10.2104882002465,9.95567281008121,9.95788140792641,10.5798135436526,10.479641946258,11.4287148642809,9.76777356203768,9.92719359432398,6.01050365403857,8.76930979566081,6.38841915254998,9.52426656760223,10.5943969445437,12.5957718402622,9.48524712402015,9.69040803204023,10.2340390323358,10.4672241860133,9.50145681750867
"DLG5",7.95125205182026,9.46484420717778,9.05620322688278,8.47917378917305,9.48948901296088,9.76138303891786,10.0212244942005,8.26321731511034,8.78256574055474,9.52223849057892,9.14766410877471,9.12436389753966,9.86583605374018,8.96538290799302,8.78440262323558,8.48945615856707,8.32103865598586,8.16003278502422,8.75070025599744,8.71157246309012,9.26085189265745,8.87078693445459,9.23352241283425,9.26467785795951,9.35815907472255,9.29753570379368,8.60070143235057,9.29268999135487,8.14347535291069,8.81388929355643,8.72857207853288,8.17096725266682,9.84455190618848,8.51767974435673,8.82994705626512,7.84044539726683,7.99368994955142,7.65341824361797,8.044061115427,7.17698059576166,8.73617380896447,9.32327969255856,8.27162851030735,8.7424649680457,8.24435465812132,7.81057031475964,7.94143343005553,6.59109217492192,8.56617362180233,7.31166194099623,7.65878940580405,6.41368208919608,9.03002665494958,8.72539986062378,8.04186909037026,8.15956183620685,8.04240689878792,8.29414117556003,9.10488736327299,9.50518565175822,8.26396607892298,7.20737435333803,7.74702194593381,7.64413455453926,8.27618763828631,9.09061294141954,9.34867297375722,8.27586750813683,8.64858083702682,8.51882097575629,9.72365186334523,7.98712556413031,7.82757742723676,8.2779013119597,8.09755987583503
"DLGAP5",5.9954518557308,8.2316707265334,7.38308809525393,6.55407859818694,3.72395426659791,7.07857321479856,7.83260662900711,8.31929323951642,3.10660870761299,8.55047217130786,7.21523842105905,7.78074073155298,8.42299185892332,8.06451610001227,8.34030265835427,5.85897899859355,6.99911056109849,6.23988609271344,7.53199288146885,8.37248381704458,8.02819113586718,5.34722497839758,7.8184849135554,5.65773698814286,8.73228338073534,7.8686924049898,5.12902621795853,9.22903135413255,5.71561381327426,8.78338720515908,8.12066124483764,-2.28846436597047,7.07108297828329,8.27586182443263,7.20186694944907,5.59251788382325,5.48143064255991,6.83386623147229,4.2367061933694,5.26253203987687,-1.65184347638067,6.87123516144262,7.69237966078059,1.35014754526694,5.68115267613897,3.09632479709352,5.18827060836153,3.50362933367158,7.2070925284975,1.6678057512215,1.70459309541717,8.04839762511433,7.74861371980093,9.39231795726173,7.72406888110557,7.6449886633771,7.60845218616644,-0.0187417797243219,5.27378808704296,4.38710976349296,6.86656873877987,1.59266450922282,4.53367466420037,5.44189183282422,8.50046964082398,6.70478179466487,6.93094638695074,7.58880681979694,3.45618080282869,6.69077365854558,8.55849610605079,0.701723345268064,0.969596432109191,7.20274395239096,5.16265490405691
"DLL3",8.03228862391117,12.8111711890919,8.96511530495053,9.06564302114436,12.1220566182095,14.2170471249957,11.2284675715867,8.61991082815837,10.2006863932849,12.6743128616624,10.2874667486142,10.3583984316509,13.4232617990571,10.1834571727358,10.8239309874222,12.3825409546506,8.94447530452165,8.92487741176587,9.85048189238944,9.13874371800482,9.05294723495275,9.23799590864282,10.7974232980276,7.97205189892035,12.2963458008206,13.5934685901481,7.84327173562465,10.0866382548613,7.13065131255311,9.78646659809105,8.88512135797336,9.26947792081697,10.9646878831416,9.21674873076441,10.9171884675904,7.4516553479834,4.5299291602511,10.7467091616344,7.86826910695269,7.12502851612693,5.11634084839626,5.82176648517832,10.4407051171113,12.0029925182689,7.29744838366492,7.34804388969948,9.84140461172426,9.11833917778679,11.8986590593443,5.3682454693626,9.89441765429719,10.1657545757525,9.15251066147457,10.9066757864026,9.01685063033342,11.5316068639594,9.34496966880835,9.96852223234822,6.77371448390832,10.6026427632386,8.3784677773113,12.8423705661925,11.8051376921047,11.1372046016293,8.67458487187733,3.02252209258879,6.03478219793528,10.5770370428574,10.268567411974,9.10073660091858,13.4663386614701,0.701723345268064,6.72448393427266,7.66707674792658,12.2034012464002
"DNAJC12",8.17089386214068,9.66169406360705,9.71203661781906,10.2439102167621,8.85940705078308,9.93393350976699,9.72816413380804,10.0063276494975,8.58638897164209,10.0230606931489,9.39087707369576,9.6905429225814,10.0477161885198,9.86541599993258,9.60053843083539,9.76956407775981,9.07505941433179,9.6542298218222,9.44345620686719,9.10944941121079,9.52349271097253,9.54362219120108,9.24911926788526,9.14451909492511,9.73594040434343,9.68395252513275,8.95239345800476,10.323496038136,8.995721732467,9.89601606026999,10.5704315512612,9.3666190792275,9.45305845684059,9.79253958558732,8.66732991065373,8.8830725904511,4.95979407720758,6.3357085582884,6.61016458889684,6.62752885665612,8.76389829190942,5.8873548268059,6.75378020544473,8.47943056221191,6.4421066264968,6.47483642034725,7.2674972995121,6.41051992928009,7.96275421637361,9.3682454693626,5.87451809685949,8.45115679461474,9.50760562029713,9.08111626896743,8.74199078910284,8.2122688865377,8.24331959271391,6.8881488158842,7.78142257904358,10.0140355573178,8.26902817197924,8.25087599197462,7.19188614695216,5.87951261747019,10.0841726957725,3.24011352766142,5.72283819162054,7.3458300663044,8.74800214258522,10.3520313396594,10.1856868421612,6.34557953504279,6.42902805074649,8.60129332888124,6.53462368144387
"DOCK9",10.9552539823778,8.47506060322092,8.62544893282297,11.0873156152817,10.17186401534,9.46000232143458,10.3152489140516,8.84230324949482,11.2010163406942,11.302457282699,10.2996672022198,10.1730581543317,8.38801572068034,9.97440918378231,10.5935180031576,10.685038519589,9.69052400345029,11.2625953316199,11.0902313557376,11.1815991969666,9.70452798960907,10.1459667701505,11.2645493084549,10.8244947105065,11.342652488455,9.23434187730648,10.407475676179,9.27178100159189,10.4186934132881,9.11759362982488,10.2885557110526,11.5464016723915,10.8165892441524,11.8555493831131,10.6628087692511,10.5391181892337,8.58189082433912,9.08629941575721,8.46610767322521,8.44887892314532,10.1723197333635,10.2076790359907,9.13983863775181,8.89704200515458,6.4471955031696,8.39278220446477,6.83398714016178,7.05821818534921,9.12370763399784,11.6220020616084,9.22029293370122,8.83817991772399,9.03912886205683,6.04869479127505,8.90539864582014,9.25842633270873,10.4145264201321,7.78215812019598,9.27105311932172,9.95949419813464,10.5618614837812,8.90554746450718,9.18257147067562,8.02451798479042,8.87140804437291,7.64746627880146,10.1617734033723,9.08705768732477,11.1484551567341,11.0304235233927,8.36789017338199,8.12798809997016,9.61705485856411,11.1886924034646,8.25510115282151
"DONSON",7.7595226800596,7.43972753010864,7.10235168768667,6.50161117829281,7.26621231636482,7.07857321479856,8.00177885451745,6.90566531049225,7.07815226156376,7.32060462940927,6.92358333728549,5.90627161363683,6.97002490401215,5.31244361345586,6.16196541709576,6.66633392065115,6.28151029179922,7.10016132904683,6.49722746330817,5.67204409890349,6.76071082500219,5.99492323446669,7.49132017030189,7.45420359405773,7.53649631598106,7.78296253096392,6.883913720122,5.08063951423988,5.13065131255311,2.49798498629683,7.59298448473371,7.53490287407576,7.2410079797256,7.80718636155172,7.03277275427268,7.76802391752886,7.58404570904279,7.78264090811711,8.36973161200018,8.06237290827717,7.59845494152566,9.24725077189228,8.62227542231624,8.77641229996904,8.5238605764537,8.20693860259442,7.89228578072645,8.34911938461595,7.75677955447112,9.64508567472142,8.8026251783777,8.45115679461474,8.70352583027239,6.25222818536018,7.60601311958386,8.54579530683832,8.11042532221657,8.21966295960076,7.41921852656453,8.87360962532842,7.74467643375936,8.53517901456206,8.7392235753734,8.28969418809563,6.88882509745032,7.6213969001652,9.27424813263067,8.56333613228082,7.16143753726756,6.62443116371689,7.34322811914772,9.11535127429224,8.15942099098921,8.39394175212382,8.10861506434403
"DOPEY1",7.86539131516643,8.84053641378104,7.58012494231348,8.54546546788223,8.93924457224914,7.76138303891786,8.74355544118998,6.90566531049225,8.71578744575497,8.40960963546801,8.12898268770863,7.19577823083182,8.00507185111135,7.84587581353693,6.23596599853954,8.39694401977754,7.40436703958475,8.23432656737154,7.67883426979812,6.02568105351819,7.20549566767509,7.96389633884607,7.10227787955599,8.03186129415565,7.17632075173673,5.97560760890632,7.71398871867968,8.23983810908913,8.14347535291069,7.21680323375278,9.0685995892665,8.46725778767181,7.82597048044676,7.06047279083395,9.34382102742848,8.45857476192319,7.4798884777515,8.10495521503754,7.4496999167036,7.74951938103473,7.90848935783177,7.13696871687737,6.47757041086321,6.70769954988503,7.61937647855228,7.70513403976905,5.87793048774938,1.50362933367158,7.09856807171933,1.6678057512215,1.70459309541717,2.16575457575249,1.72624590677247,6.7322211264798,7.30214499624149,7.19927154600883,7.42728242755651,6.30318631516304,7.98205336895586,7.81616773308673,7.28660691911708,5.40001943128043,7.36149368881769,7.58669854944305,6.74321977520342,7.11981929394371,6.97338165327113,6.51480623835316,8.75279780918687,8.64549277924472,8.26660683754481,5.83100636221303,2.55455893283035,7.61585142457141,7.45601384674751
"DST",12.7829041357675,11.7844269326547,11.4741686583664,11.8306461596744,12.6638272789059,13.0142810828282,12.6524858604589,10.9871487485859,11.517060059117,12.8572227382917,12.023053312845,12.1070340190017,12.7301585757416,12.6513558879741,12.1137102484885,12.2878222973974,12.3283311485522,12.4303186141144,11.9454193308417,11.236828717687,12.4503206099425,12.5853112068392,13.4077968147396,12.4535203380464,12.9917279460891,13.3122735561156,12.287635906173,12.0563919679932,12.4305134660869,11.9326132139336,11.6002061814741,12.6242846598474,12.6488894257534,13.2639659664994,10.9072843437446,11.0064409531616,10.3831742650286,10.9294199944992,11.0104947789596,10.2175742576705,11.6937003777294,13.9023051682719,12.6975381837768,12.6198586664097,11.7127940429402,10.8174239858007,12.3901573742633,12.0212987218054,12.5026452079606,11.412639588721,11.3663711931892,12.6495703530167,12.2998930942658,11.7881174312368,11.5688418867862,11.5850461229208,11.7751376948353,12.0838901091306,11.7446009980933,12.1406051059026,11.7660935047653,12.844146919843,11.8647035484515,11.3389442361075,10.9017512718946,9.73580869028549,14.0849331674773,12.863068481054,11.6298036299962,11.8932001851219,12.8882591475951,11.540927133365,12.5198622389779,11.9890048428139,12.556150518033
"DTL",7.58041435645195,9.1447457828475,7.82643599055615,7.09249851297107,6.4132534271338,7.68862669648254,8.14774555823183,7.72584427290744,6.2255497803365,8.75841343634677,6.17606782377837,7.27550542330255,8.92803081534752,8.1625481829728,9.19944012251442,6.13581920395237,6.93940431497423,5.02487320174259,7.91446251829126,8.85084725169225,8.34121367753265,2.02529688351021,8.37529637396241,5.21716439675688,9.32940008174112,8.56057010962747,6.81552674514174,9.71290772973939,6.96715258027023,9.43265873841889,8.77572317190378,-2.28846436597047,7.28831369450396,7.90575019603531,8.49898396734517,6.46546114750843,6.6025877690522,8.10804119491128,4.92023252857414,7.1977060206136,0.670084618506694,8.51962304230541,8.32041088339363,6.84200064159662,7.9574442760949,6.3212911620938,7.99562553041913,6.86118133828966,8.0701116256701,7.57469634683002,5.16402471405447,9.34566366576743,8.54642486918766,9.90516747989735,8.47436911377339,8.82711075490749,8.11673909614877,6.3562976516226,6.25914131107856,6.72695976637758,7.63131748945961,7.0845176055525,7.53141869026,7.88981762586193,7.79340553237164,8.0340094102103,8.88166548417952,8.52615121194717,5.99870803722945,7.00945609392929,9.14345860677195,0.701723345268064,6.64202177408069,8.2180919167244,7.76635396735966
"DTNB",9.94964816611767,9.5334888316991,9.65124493370031,11.1813519037661,9.62602784590865,9.97019705375376,10.0212244942005,9.47362138590772,9.60046415685381,10.6213939572385,9.63790393470708,9.69924261753178,10.25360668725,10.0532007867844,10.258333811568,10.3031975232843,9.39328354045574,10.4391054009498,9.75438530280529,9.73573877422088,9.70626304097981,9.79348120828714,10.2607072421605,9.93924002884543,10.5717110085651,10.3179998063534,9.67205803821376,10.4820879487708,9.76208824307376,10.0189309941468,10.7664154296776,10.6380169579959,9.68284553834816,10.4929793037284,9.57152962209087,10.3956728173516,8.2266955599446,9.11035135559848,8.33441913131349,8.85331186719334,8.99111074709966,9.59762555430668,9.0425414363969,9.86978379811016,8.82785472076399,8.99719160507427,9.54695725325901,8.99548243000125,9.29824041655569,9.82767708799989,8.9992138443088,10.1257565078206,10.6361389905425,10.4596278922212,9.90312489430002,10.0758162711654,9.5159400473769,9.63768308355346,8.90652631233353,10.0309659532677,9.46372466241183,10.1813791448051,9.41692889554165,8.97092430538666,9.66619220690073,7.90800565289166,9.76572400447371,9.14952177427142,9.57467053969966,11.1958938339589,10.1972008301783,8.67900326876798,9.47739107230789,9.24830652977141,9.43420947642916
"DUSP4",6.80989620257472,8.31202718138906,8.68731418840783,8.90322816180933,8.61634529251131,8.66353571551971,7.96826172836467,7.91128985968613,8.10942372322005,8.5945273513858,7.98531232703719,8.38739830337345,8.75353308411539,9.47814402903644,8.65550489005332,5.77324912456767,7.12950719835417,6.741080235742,8.79072714986902,8.52448691048963,9.57757596634227,7.45156163821231,7.85970757628191,10.5797344761416,8.83815201584216,7.94961240037337,8.48217304345661,9.5788903817677,9.1998133370605,9.2030413325083,8.56104159223095,5.99693785289177,7.25694952359462,7.36765430035213,7.63507257142684,6.27477758589932,8.74613386875432,5.59522847994596,5.89275179215204,7.77272677219605,4.68800652650396,7.36128601513831,2.03131418097364,1.35014754526694,6.84819516904816,6.68728603843612,7.86343091805426,6.20406905181267,7.56617362180233,1.6678057512215,1.70459309541717,6.80961076552722,7.74861371980093,9.14895891474848,8.62269186073049,10.0019560365324,10.7297765484826,1.98125822027568,8.26281696922196,7.2778806937382,8.75733966902511,1.59266450922282,2.6711781879503,5.44887826314033,7.88882509745032,5.68372017913704,7.4194460481706,-0.0550493699777852,7.92697228363054,8.91547994572028,8.87756454679891,5.34557953504279,6.99196424513765,9.66707674792658,-0.509770437914581
